0,0,0,0.48
17,17,17,6.05
34,34,34,12.9
51,51,51,19.1
68,68,68,26.5
85,85,85,32.9
102,102,102,36.3
119,119,119,41.4
136,136,136,47.1
153,153,153,54.6
170,170,170,60.9
187,187,187,67.6
204,204,204,74.5
221,221,221,80
238,238,238,89
255,255,255,97.9
