0,0,0
5.5308e-05,0,6.4104e-05
0.0001885,0,0.00021448
0.00038621,0,0.00043472
0.00064245,0,0.00071763
0.00095341,0,0.0010587
0.0013163,9.3256e-06,0.0014545
0.0017289,5.2666e-05,0.0019027
0.0021896,0.00013068,0.0024011
0.0026969,0.000243,0.0029481
0.0032494,0.00038938,0.0035422
0.0038462,0.00056964,0.0041821
0.0044862,0.00078363,0.0048667
0.0051686,0.0010312,0.005595
0.0058926,0.0013123,0.0063662
0.0066575,0.0016269,0.0071794
0.0074627,0.0019747,0.0080338
0.0083076,0.0023559,0.0089289
0.0091915,0.0027702,0.0098639
0.010114,0.0032176,0.010838
0.011075,0.0036982,0.011852
0.012073,0.0042118,0.012903
0.013109,0.0047583,0.013993
0.014181,0.0053378,0.015119
0.01529,0.0059502,0.016283
0.016435,0.0065954,0.017484
0.017616,0.0072734,0.01872
0.018832,0.0079843,0.019993
0.020083,0.0087278,0.0213
0.02137,0.0095041,0.022643
0.02269,0.010313,0.024021
0.024045,0.011155,0.025434
0.025435,0.012029,0.02688
0.026858,0.012936,0.028361
0.028314,0.013875,0.029875
0.029804,0.014847,0.031423
0.031327,0.015851,0.033003
0.032882,0.016888,0.034617
0.034471,0.017958,0.036264
0.036092,0.01906,0.037943
0.037745,0.020194,0.039654
0.03943,0.021361,0.041397
0.041148,0.02256,0.043172
0.042897,0.023791,0.044979
0.044677,0.025055,0.046818
0.046489,0.026351,0.048687
0.048332,0.027679,0.050588
0.050206,0.02904,0.052519
0.052111,0.030433,0.054482
0.054047,0.031858,0.056475
0.056014,0.033316,0.058498
0.058011,0.034805,0.060552
0.060038,0.036327,0.062635
0.062096,0.037881,0.064749
0.064183,0.039467,0.066893
0.066301,0.041086,0.069066
0.068448,0.042736,0.071269
0.070625,0.044419,0.073501
0.072832,0.046134,0.075762
0.075068,0.047881,0.078053
0.077334,0.04966,0.080372
0.079628,0.051471,0.082721
0.081952,0.053314,0.085098
0.084305,0.055189,0.087503
0.086687,0.057096,0.089938
0.089097,0.059035,0.092401
0.091536,0.061006,0.094892
0.094004,0.06301,0.097411
0.0965,0.065045,0.099958
0.099025,0.067112,0.10253
0.10158,0.069211,0.10514
0.10416,0.071342,0.10777
0.10677,0.073506,0.11043
0.10941,0.075701,0.11311
0.11207,0.077927,0.11583
0.11476,0.080186,0.11857
0.11748,0.082477,0.12133
0.12023,0.0848,0.12413
0.12301,0.087154,0.12695
0.12581,0.089541,0.1298
0.12864,0.091959,0.13268
0.1315,0.094409,0.13558
0.13439,0.096891,0.13851
0.1373,0.099405,0.14147
0.14024,0.10195,0.14445
0.14321,0.10453,0.14746
0.1462,0.10714,0.1505
0.14922,0.10978,0.15356
0.15227,0.11245,0.15665
0.15534,0.11516,0.15976
0.15844,0.11789,0.1629
0.16157,0.12066,0.16607
0.16473,0.12346,0.16926
0.16791,0.12629,0.17248
0.17111,0.12916,0.17572
0.17435,0.13205,0.17899
0.17761,0.13498,0.18229
0.18089,0.13794,0.18561
0.18421,0.14093,0.18896
0.18754,0.14395,0.19233
0.19091,0.147,0.19573
0.1943,0.15009,0.19915
0.19771,0.1532,0.2026
0.20116,0.15635,0.20607
0.20462,0.15953,0.20957
0.20812,0.16275,0.21309
0.21164,0.16599,0.21664
0.21518,0.16926,0.22022
0.21875,0.17257,0.22381
0.22235,0.17591,0.22744
0.22597,0.17928,0.23109
0.22962,0.18268,0.23476
0.23329,0.18612,0.23846
0.23698,0.18958,0.24218
0.24071,0.19308,0.24592
0.24445,0.19661,0.2497
0.24823,0.20017,0.25349
0.25203,0.20376,0.25731
0.25585,0.20738,0.26115
0.2597,0.21103,0.26502
0.26357,0.21472,0.26892
0.26747,0.21844,0.27283
0.27139,0.22219,0.27677
0.27534,0.22597,0.28074
0.27931,0.22978,0.28473
0.28331,0.23362,0.28874
0.28733,0.2375,0.29278
0.29138,0.24141,0.29684
0.29545,0.24534,0.30092
0.29954,0.24931,0.30503
0.30366,0.25332,0.30916
0.30781,0.25735,0.31332
0.31198,0.26141,0.3175
0.31617,0.26551,0.3217
0.32039,0.26964,0.32592
0.32463,0.27379,0.33017
0.32889,0.27798,0.33445
0.33318,0.28221,0.33874
0.3375,0.28646,0.34306
0.34184,0.29074,0.34741
0.3462,0.29506,0.35177
0.35059,0.29941,0.35616
0.355,0.30379,0.36058
0.35943,0.3082,0.36501
0.36389,0.31264,0.36947
0.36837,0.31711,0.37395
0.37288,0.32162,0.37846
0.37741,0.32615,0.38299
0.38196,0.33072,0.38754
0.38654,0.33532,0.39211
0.39114,0.33995,0.39671
0.39576,0.34461,0.40133
0.40041,0.3493,0.40597
0.40508,0.35403,0.41063
0.40978,0.35878,0.41532
0.4145,0.36357,0.42003
0.41924,0.36839,0.42476
0.42401,0.37324,0.42952
0.4288,0.37812,0.4343
0.43361,0.38303,0.4391
0.43844,0.38798,0.44392
0.4433,0.39295,0.44877
0.44819,0.39796,0.45364
0.45309,0.403,0.45853
0.45802,0.40807,0.46344
0.46297,0.41317,0.46837
0.46795,0.4183,0.47333
0.47295,0.42346,0.47831
0.47797,0.42866,0.48331
0.48301,0.43388,0.48833
0.48808,0.43914,0.49338
0.49317,0.44443,0.49845
0.49828,0.44975,0.50354
0.50342,0.4551,0.50865
0.50858,0.46048,0.51378
0.51376,0.46589,0.51894
0.51897,0.47134,0.52412
