trial_index,time_elapsed,subject_id,rt,response,position_of_items,colors_of_items,color_of_target,wheel_spin,response_angle,physical_response_angle,reported_color_angle,reported_color_discrete,which_test,set_size,wheel_num_options,actual_mask_duration,actual_stim_duration,CMDispTime,maskArray,maskRotation,item_positions,task,randomSpinAmount,subNo,targetLocation,targetLocationDeg,colorCorrected,distance,colorUnCorrected,distance1,distance2
116,419161,"5c7070519f9392000150023c",1959.5,"","[3]","[324]",324,56,315.948644586319,315.948644586319,259.948644586319,259,0,1,0,155.99499997613,0,0,"[[[""img/mask97.png""]]]","","[3]","color",56,3,3,315,315.948644586319,0.948644586318551,315.948644586319,0.948644586318551,0.948644586318551
128,445985,"5c7070519f9392000150023c",2129.89999997616,"","[7,1,5]","[256,341,151]",256,307,141.63739280199,141.63739280199,194.63739280199,192,0,3,0,146.625999952317,0,0,"[[[""img/mask14.png""],[""img/mask55.png""],[""img/mask29.png""]]]","","[7,1,5]","color",307,3,7,135,141.63739280199,6.63739280199022,141.63739280199,6.63739280199022,6.63739280199022
148,495956,"5c7070519f9392000150023c",1314.70000004768,"","[3,4,0]","[132,189,260]",132,320,319.887833842054,319.887833842054,359.887833842054,0,0,3,0,152.390999952331,0,0,"[[[""img/mask31.png""],[""img/mask25.png""],[""img/mask56.png""]]]","","[3,4,0]","color",320,3,3,315,319.887833842054,4.88783384205414,319.887833842054,4.88783384205414,4.88783384205414
150,499814,"5c7070519f9392000150023c",1303.20000004768,"","[4,0,6]","[243,35,207]",243,253,269.968278668619,269.968278668619,16.9682786686189,17,0,3,0,142.483000023814,0,0,"[[[""img/mask39.png""],[""img/mask1.png""],[""img/mask41.png""]]]","","[4,0,6]","color",253,3,4,270,269.968278668619,0.0317213313811067,269.968278668619,0.0317213313811067,0.0317213313811067
156,512198,"5c7070519f9392000150023c",1711.30000007153,"","[0]","[254]",254,309,287.540741571046,287.540741571046,338.540741571046,338,0,1,0,153.146000023815,0,0,"[[[""img/mask81.png""]]]","","[0]","color",309,3,0,90,-72.4592584289541,162.459258428954,287.540741571046,162.459258428954,197.540741571046
184,578901,"5c7070519f9392000150023c",1879.90000009537,"","[0,6,7,1,3]","[301,84,192,250,29]",301,116,90.2562845594105,90.2562845594105,334.25628455941,331,0,5,0,157.011999999988,0,0,"[[[""img/mask72.png""],[""img/mask66.png""],[""img/mask22.png""],[""img/mask21.png""],[""img/mask70.png""]]]","","[0,6,7,1,3]","color",116,3,0,90,90.2562845594105,0.256284559410489,90.2562845594105,0.256284559410489,0.256284559410489
188,587864,"5c7070519f9392000150023c",2654.60000002384,"","[5]","[278]",278,242,326.228508395456,326.228508395456,84.2285083954558,83,0,1,0,147.079000023892,0,0,"[[[""img/mask37.png""]]]","","[5]","color",242,3,5,225,326.228508395456,101.228508395456,326.228508395456,101.228508395456,101.228508395456
198,610300,"5c7070519f9392000150023c",1988.59999990463,"","[5]","[122]",122,22,58.5872563482308,58.5872563482308,36.5872563482308,33,0,1,0,149.062000047648,0,0,"[[[""img/mask7.png""]]]","","[5]","color",22,3,5,225,418.587256348231,166.412743651769,58.5872563482308,193.587256348231,166.412743651769
216,652495,"5c7070519f9392000150023c",2150.79999995232,"","[4,2,0]","[178,327,108]",178,178,169.944895369431,169.944895369431,351.944895369431,351,0,3,0,154.45599997614,0,0,"[[[""img/mask10.png""],[""img/mask19.png""],[""img/mask72.png""]]]","","[4,2,0]","color",178,3,4,270,529.944895369431,100.055104630569,169.944895369431,259.944895369431,100.055104630569
226,677743,"5c7070519f9392000150023c",1563.79999995232,"","[5]","[128]",128,172,164.002828124717,164.002828124717,352.002828124717,350,0,1,0,158.172999999952,0,0,"[[[""img/mask30.png""]]]","","[5]","color",172,3,5,225,524.002828124717,60.9971718752825,164.002828124717,299.002828124717,60.9971718752825
232,690325,"5c7070519f9392000150023c",1486.69999992847,"","[4,0,3]","[55,235,124]",55,145,257.827806698094,257.827806698094,112.827806698094,113,0,3,0,151.827000047662,0,0,"[[[""img/mask86.png""],[""img/mask17.png""],[""img/mask74.png""]]]","","[4,0,3]","color",145,3,4,270,257.827806698094,12.1721933019063,257.827806698094,12.1721933019063,12.1721933019063
234,694325,"5c7070519f9392000150023c",1533.69999992847,"","[4]","[247]",247,346,325.157255422744,325.157255422744,339.157255422744,338,0,1,0,151.567000023788,0,0,"[[[""img/mask21.png""]]]","","[4]","color",346,3,4,270,325.157255422744,55.1572554227436,325.157255422744,55.1572554227436,55.1572554227436
238,702293,"5c7070519f9392000150023c",1279.79999995232,"","[4,0,3,5,1]","[347,209,313,64,148]",347,266,264.41790712671,264.41790712671,358.41790712671,359,0,5,0,146.17699997616,0,0,"[[[""img/mask64.png""],[""img/mask44.png""],[""img/mask52.png""],[""img/mask34.png""],[""img/mask36.png""]]]","","[4,0,3,5,1]","color",266,3,4,270,264.41790712671,5.58209287328987,264.41790712671,5.58209287328987,5.58209287328987
240,707081,"5c7070519f9392000150023c",1530.89999997616,"","[2,5,3]","[54,270,193]",54,315,358.858161188209,358.858161188209,43.858161188209,42,0,3,0,144.883000000031,0,0,"[[[""img/mask85.png""],[""img/mask33.png""],[""img/mask33.png""]]]","","[2,5,3]","color",315,3,2,0,-1.14183881179099,1.14183881179099,358.858161188209,1.14183881179099,358.858161188209
246,722267,"5c7070519f9392000150023c",1738.09999990463,"","[1,7,4,6,2]","[126,27,216,330,67]",126,52,51.0769914624057,51.0769914624057,359.076991462406,356,0,5,0,152.111000023899,0,0,"[[[""img/mask11.png""],[""img/mask29.png""],[""img/mask60.png""],[""img/mask28.png""],[""img/mask51.png""]]]","","[1,7,4,6,2]","color",52,3,1,45,51.0769914624057,6.07699146240565,51.0769914624057,6.07699146240565,6.07699146240565
254,738529,"5c7070519f9392000150023c",1522.19999992847,"","[3,5,7,1,0]","[260,18,161,297,51]",260,96,312.925991363981,312.925991363981,216.925991363981,217,0,5,0,148.45599997614,0,0,"[[[""img/mask59.png""],[""img/mask33.png""],[""img/mask94.png""],[""img/mask77.png""],[""img/mask8.png""]]]","","[3,5,7,1,0]","color",96,3,3,315,312.925991363981,2.07400863601879,312.925991363981,2.07400863601879,2.07400863601879
274,785707,"5c7070519f9392000150023c",2047.79999995232,"","[7,2,4,5,1]","[238,122,90,175,152]",238,238,131.765773256413,131.765773256413,253.765773256413,251,0,5,0,148.325000047684,0,0,"[[[""img/mask50.png""],[""img/mask60.png""],[""img/mask89.png""],[""img/mask72.png""],[""img/mask89.png""]]]","","[7,2,4,5,1]","color",238,3,7,135,131.765773256413,3.23422674358716,131.765773256413,3.23422674358716,3.23422674358716
280,797763,"5c7070519f9392000150023c",1878,"","[6,5,7]","[151,264,27]",151,204,180,180,336,334,0,3,0,143.058000023826,0,0,"[[[""img/mask28.png""],[""img/mask76.png""],[""img/mask48.png""]]]","","[6,5,7]","color",204,3,6,180,180,0,180,0,0
290,821563,"5c7070519f9392000150023c",1194.10000002384,"","[0,3,4,6,7]","[337,239,208,126,265]",337,214,88.2276953308038,88.2276953308038,234.227695330804,231,0,5,0,155.736000047647,0,0,"[[[""img/mask30.png""],[""img/mask10.png""],[""img/mask37.png""],[""img/mask90.png""],[""img/mask76.png""]]]","","[0,3,4,6,7]","color",214,3,0,90,88.2276953308038,1.77230466919622,88.2276953308038,1.77230466919622,1.77230466919622
298,842737,"5c7070519f9392000150023c",1384.89999997616,"","[3,5,4,7,1]","[221,150,345,49,72]",221,60,316.632882236944,316.632882236944,256.632882236944,256,0,5,0,153.869999999995,0,0,"[[[""img/mask73.png""],[""img/mask14.png""],[""img/mask93.png""],[""img/mask67.png""],[""img/mask46.png""]]]","","[3,5,4,7,1]","color",60,3,3,315,316.632882236944,1.63288223694417,316.632882236944,1.63288223694417,1.63288223694417
300,848591,"5c7070519f9392000150023c",1401,"","[7,4,6,2,3]","[324,298,45,188,107]",324,313,141.428440855197,141.428440855197,188.428440855197,185,0,5,0,154.590999952285,0,0,"[[[""img/mask84.png""],[""img/mask35.png""],[""img/mask76.png""],[""img/mask70.png""],[""img/mask40.png""]]]","","[7,4,6,2,3]","color",313,3,7,135,141.428440855197,6.42844085519735,141.428440855197,6.42844085519735,6.42844085519735
306,861219,"5c7070519f9392000150023c",1286.60000002384,"","[0,7,4]","[26,215,325]",26,128,87.6083271793876,87.6083271793876,319.608327179388,316,0,3,0,153.943999976153,0,0,"[[[""img/mask93.png""],[""img/mask39.png""],[""img/mask33.png""]]]","","[0,7,4]","color",128,3,0,90,87.6083271793876,2.39167282061237,87.6083271793876,2.39167282061237,2.39167282061237
314,878491,"5c7070519f9392000150023c",1913.20000004768,"","[6]","[317]",317,32,359.546826494087,359.546826494087,327.546826494087,326,0,1,0,157.820999999996,0,0,"[[[""img/mask84.png""]]]","","[6]","color",32,3,6,180,359.546826494087,179.546826494087,359.546826494087,179.546826494087,179.546826494087
316,883505,"5c7070519f9392000150023c",2774.39999997616,"","[3]","[45]",45,130,316.095040040044,316.095040040044,186.095040040044,186,0,1,0,150.76299997617,0,0,"[[[""img/mask7.png""]]]","","[3]","color",130,3,3,315,316.095040040044,1.09504004004384,316.095040040044,1.09504004004384,1.09504004004384
318,897615,"5c7070519f9392000150023c",1405.5,"","[0,3,5,2,4]","[185,118,50,288,229]",185,172,94.3435529305031,94.3435529305031,282.343552930503,279,0,5,0,153.025000023888,0,0,"[[[""img/mask55.png""],[""img/mask33.png""],[""img/mask72.png""],[""img/mask24.png""],[""img/mask65.png""]]]","","[0,3,5,2,4]","color",172,3,0,90,94.3435529305031,4.34355293050312,94.3435529305031,4.34355293050312,4.34355293050312
336,936075,"5c7070519f9392000150023c",2020.10000002384,"","[6,3,4]","[310,65,0]",310,97,175.734336711011,175.734336711011,78.7343367110108,77,0,3,0,153.271999952267,0,0,"[[[""img/mask43.png""],[""img/mask72.png""],[""img/mask27.png""]]]","","[6,3,4]","color",97,3,6,180,175.734336711011,4.26566328898917,175.734336711011,4.26566328898917,4.26566328898917
352,1001627,"5c7070519f9392000150023c",2090.39999997616,"","[5,7,1]","[62,144,101]",62,264,228.16576257921,228.16576257921,324.16576257921,324,0,3,0,155.392999976175,0,0,"[[[""img/mask80.png""],[""img/mask47.png""],[""img/mask59.png""]]]","","[5,7,1]","color",264,3,5,225,228.16576257921,3.16576257920988,228.16576257921,3.16576257920988,3.16576257920988
364,1028949,"5c7070519f9392000150023c",2058.90000009537,"","[3,2,5]","[171,202,245]",171,228,295.232284557322,295.232284557322,67.2322845573217,67,0,3,0,146.286999952281,0,0,"[[[""img/mask44.png""],[""img/mask18.png""],[""img/mask69.png""]]]","","[3,2,5]","color",228,3,3,315,295.232284557322,19.7677154426783,295.232284557322,19.7677154426783,19.7677154426783
368,1037487,"5c7070519f9392000150023c",1623.20000004768,"","[3,0,5]","[16,165,341]",16,178,316.733287701976,316.733287701976,138.733287701976,138,0,3,0,149.360999952303,0,0,"[[[""img/mask75.png""],[""img/mask11.png""],[""img/mask17.png""]]]","","[3,0,5]","color",178,3,3,315,316.733287701976,1.73328770197611,316.733287701976,1.73328770197611,1.73328770197611
378,1063593,"5c7070519f9392000150023c",1592.60000002384,"","[6,0,2,3,1]","[216,167,131,54,257]",216,60,176.69991527903,176.69991527903,116.69991527903,115,0,5,0,146.297999976203,0,0,"[[[""img/mask4.png""],[""img/mask56.png""],[""img/mask49.png""],[""img/mask20.png""],[""img/mask65.png""]]]","","[6,0,2,3,1]","color",60,3,6,180,176.69991527903,3.30008472097003,176.69991527903,3.30008472097003,3.30008472097003
380,1067341,"5c7070519f9392000150023c",1354.90000009537,"","[5,6,1,3,4]","[96,333,172,57,269]",96,269,219.269471732999,219.269471732999,310.269471732999,310,0,5,0,158.255999952322,0,0,"[[[""img/mask40.png""],[""img/mask88.png""],[""img/mask73.png""],[""img/mask50.png""],[""img/mask16.png""]]]","","[5,6,1,3,4]","color",269,3,5,225,219.269471732999,5.73052826700092,219.269471732999,5.73052826700092,5.73052826700092
384,1075113,"5c7070519f9392000150023c",1554.29999995232,"","[4]","[305]",305,325,65.3018477388636,65.3018477388636,100.301847738864,97,0,1,0,155.305999976117,0,0,"[[[""img/mask47.png""]]]","","[4]","color",325,3,4,270,425.301847738864,155.301847738864,65.3018477388636,155.301847738864,204.698152261136
386,1078997,"5c7070519f9392000150023c",1619.60000002384,"","[3,2,5]","[181,240,27]",181,322,309.233186714169,309.233186714169,347.233186714169,347,0,3,0,145.400000023888,0,0,"[[[""img/mask90.png""],[""img/mask5.png""],[""img/mask67.png""]]]","","[3,2,5]","color",322,3,3,315,309.233186714169,5.76681328583066,309.233186714169,5.76681328583066,5.76681328583066
388,1084471,"5c7070519f9392000150023c",3173.90000009537,"","[7]","[109]",109,124,241.00251768482,241.00251768482,117.00251768482,117,0,1,0,148.383999976097,0,0,"[[[""img/mask74.png""]]]","","[7]","color",124,3,7,135,-118.99748231518,106.00251768482,241.00251768482,253.99748231518,106.00251768482
394,1097079,"5c7070519f9392000150023c",1287.39999997616,"","[3,6,5]","[336,67,202]",336,264,318.421816852554,318.421816852554,54.4218168525541,54,0,3,0,147.426000047708,0,0,"[[[""img/mask82.png""],[""img/mask50.png""],[""img/mask44.png""]]]","","[3,6,5]","color",264,3,3,315,318.421816852554,3.42181685255412,318.421816852554,3.42181685255412,3.42181685255412
396,1101945,"5c7070519f9392000150023c",1366.80000007153,"","[2,3,0,1,5]","[30,343,100,162,303]",30,30,356.123161380805,356.123161380805,326.123161380805,325,0,5,0,148.626999976113,0,0,"[[[""img/mask44.png""],[""img/mask49.png""],[""img/mask31.png""],[""img/mask6.png""],[""img/mask38.png""]]]","","[2,3,0,1,5]","color",30,3,2,0,-3.87683861919538,3.87683861919538,356.123161380805,3.87683861919538,356.123161380805
404,1120609,"5c7070519f9392000150023c",1616.29999995232,"","[3]","[287]",287,50,167.50142383139,167.50142383139,117.50142383139,115,0,1,0,149.26600002381,0,0,"[[[""img/mask46.png""]]]","","[3]","color",50,3,3,315,527.50142383139,147.49857616861,167.50142383139,212.50142383139,147.49857616861
406,1126851,"5c7070519f9392000150023c",2136.69999992847,"","[0,6,5]","[24,343,286]",24,335,341.406504210706,341.406504210706,6.40650421070552,5,0,3,0,145.401000047568,0,0,"[[[""img/mask24.png""],[""img/mask86.png""],[""img/mask56.png""]]]","","[0,6,5]","color",335,3,0,90,-18.5934957892945,108.593495789294,341.406504210706,108.593495789294,251.406504210706
410,1134513,"5c7070519f9392000150023c",1409.79999995232,"","[5]","[2]",2,67,195.227109035857,195.227109035857,128.227109035857,127,0,1,0,144.001000047661,0,0,"[[[""img/mask70.png""]]]","","[5]","color",67,3,5,225,195.227109035857,29.7728909641426,195.227109035857,29.7728909641426,29.7728909641426
414,1142579,"5c7070519f9392000150023c",1419.59999990463,"","[3,4,6]","[311,86,63]",311,179,316.107380352353,316.107380352353,137.107380352353,136,0,3,0,148.283999952255,0,0,"[[[""img/mask17.png""],[""img/mask84.png""],[""img/mask60.png""]]]","","[3,4,6]","color",179,3,3,315,316.107380352353,1.10738035235255,316.107380352353,1.10738035235255,1.10738035235255
416,1146429,"5c7070519f9392000150023c",1600,"","[1,7,2]","[123,145,311]",123,251,45.3525770432255,45.3525770432255,154.352577043225,151,0,3,0,148.612999952398,0,0,"[[[""img/mask98.png""],[""img/mask38.png""],[""img/mask69.png""]]]","","[1,7,2]","color",251,3,1,45,45.3525770432255,0.352577043225459,45.3525770432255,0.352577043225459,0.352577043225459
446,1218447,"5c7070519f9392000150023c",1648.20000004768,"","[2,3,5,4,7]","[278,169,29,1,237]",278,117,10.7686486280711,10.7686486280711,253.768648628071,252,0,5,0,142.790000000037,0,0,"[[[""img/mask12.png""],[""img/mask84.png""],[""img/mask88.png""],[""img/mask42.png""],[""img/mask65.png""]]]","","[2,3,5,4,7]","color",117,3,2,0,10.7686486280711,10.7686486280711,10.7686486280711,10.7686486280711,10.7686486280711
470,1270931,"5c7070519f9392000150023c",1810.19999992847,"","[4,6,1]","[167,258,358]",167,186,267.565166008508,267.565166008508,81.5651660085081,82,0,3,0,145.429999976186,0,0,"[[[""img/mask82.png""],[""img/mask16.png""],[""img/mask13.png""]]]","","[4,6,1]","color",186,3,4,270,267.565166008508,2.43483399149193,267.565166008508,2.43483399149193,2.43483399149193
482,1298693,"5c7070519f9392000150023c",1283.29999995232,"","[1,3,7,2,5]","[231,47,270,75,159]",231,213,46.605217469958,46.605217469958,193.605217469958,191,0,5,0,147.840999952285,0,0,"[[[""img/mask72.png""],[""img/mask25.png""],[""img/mask41.png""],[""img/mask72.png""],[""img/mask60.png""]]]","","[1,3,7,2,5]","color",213,3,1,45,46.605217469958,1.60521746995803,46.605217469958,1.60521746995803,1.60521746995803
488,1311501,"5c7070519f9392000150023c",1699,"","[7]","[251]",251,232,312.065297059863,312.065297059863,80.0652970598632,79,0,1,0,145.084999976214,0,0,"[[[""img/mask99.png""]]]","","[7]","color",232,3,7,135,-47.9347029401368,177.065297059863,312.065297059863,182.934702940137,177.065297059863
492,1319951,"5c7070519f9392000150023c",1709.20000004768,"","[7,3,6,0,4]","[33,245,290,108,11]",33,96,137.119190130368,137.119190130368,41.1191901303682,40,0,5,0,150.488999952329,0,0,"[[[""img/mask17.png""],[""img/mask11.png""],[""img/mask2.png""],[""img/mask93.png""],[""img/mask80.png""]]]","","[7,3,6,0,4]","color",96,3,7,135,137.119190130368,2.1191901303682,137.119190130368,2.1191901303682,2.1191901303682
494,1323971,"5c7070519f9392000150023c",1760,"","[1]","[25]",25,215,287.350709136129,287.350709136129,72.3507091361287,72,0,1,0,144.333999952301,0,0,"[[[""img/mask61.png""]]]","","[1]","color",215,3,1,45,-72.6492908638713,117.649290863871,287.350709136129,117.649290863871,242.350709136129
20,113370,"5cb41e6bcdcbe90001b2ace4",3361.09999999404,"","[3,2,5]","[97,55,235]",97,32,260.120705700951,260.120705700951,228.120705700951,228,0,3,0,146.943000023835,0,0,"[[[""img/mask53.png""],[""img/mask39.png""],[""img/mask70.png""]]]","","[3,2,5]","color",32,4,3,315,260.120705700951,54.8792942990494,260.120705700951,54.8792942990494,54.8792942990494
22,120271,"5cb41e6bcdcbe90001b2ace4",3530,"","[3,0,6,5,2]","[247,65,320,126,37]",247,99,355.928487003264,355.928487003264,256.928487003264,255,0,5,0,153.107000017888,0,0,"[[[""img/mask76.png""],[""img/mask21.png""],[""img/mask29.png""],[""img/mask10.png""],[""img/mask79.png""]]]","","[3,0,6,5,2]","color",99,4,3,315,355.928487003264,40.9284870032638,355.928487003264,40.9284870032638,40.9284870032638
34,160452,"5cb41e6bcdcbe90001b2ace4",2852.90000000596,"","[3]","[201]",201,202,1.2867951471935,1.2867951471935,159.286795147194,158,0,1,0,148.159000000014,0,0,"[[[""img/mask94.png""]]]","","[3]","color",202,4,3,315,361.286795147194,46.2867951471935,1.2867951471935,46.2867951471935,313.713204852806
40,180720,"5cb41e6bcdcbe90001b2ace4",2212.59999999404,"","[2]","[172]",172,196,188.172755698439,188.172755698439,352.172755698439,351,0,1,0,149.24400001191,0,0,"[[[""img/mask46.png""]]]","","[2]","color",196,4,2,0,-171.827244301561,171.827244301561,188.172755698439,171.827244301561,188.172755698439
52,212079,"5cb41e6bcdcbe90001b2ace4",3128.90000000596,"","[1,3,2,7,6]","[95,283,26,219,134]",95,125,126.960542070014,126.960542070014,1.96054207001389,359,0,5,0,148.157000023843,0,0,"[[[""img/mask78.png""],[""img/mask98.png""],[""img/mask36.png""],[""img/mask18.png""],[""img/mask75.png""]]]","","[1,3,2,7,6]","color",125,4,1,45,126.960542070014,81.9605420700139,126.960542070014,81.9605420700139,81.9605420700139
58,257437,"5cb41e6bcdcbe90001b2ace4",2520.5,"","[6]","[328]",328,151,163.352360500548,163.352360500548,12.3523605005476,10,0,1,0,148.362000011926,0,0,"[[[""img/mask64.png""]]]","","[6]","color",151,4,6,180,163.352360500548,16.6476394994524,163.352360500548,16.6476394994524,16.6476394994524
62,267737,"5cb41e6bcdcbe90001b2ace4",2478.19999998808,"","[1]","[299]",299,103,202.973177431562,202.973177431562,99.9731774315617,99,0,1,0,151.797000023827,0,0,"[[[""img/mask38.png""]]]","","[1]","color",103,4,1,45,-157.026822568438,157.973177431562,202.973177431562,202.026822568438,157.973177431562
64,272616,"5cb41e6bcdcbe90001b2ace4",2599.09999999404,"","[0]","[27]",27,91,199.01148456104,199.01148456104,108.01148456104,107,0,1,0,146.440000023867,0,0,"[[[""img/mask27.png""]]]","","[0]","color",91,4,0,90,-160.98851543896,109.01148456104,199.01148456104,250.98851543896,109.01148456104
68,285440,"5cb41e6bcdcbe90001b2ace4",2263.80000001192,"","[4,7,1]","[94,67,181]",94,327,310.776944008189,310.776944008189,343.776944008189,344,0,3,0,152.125,0,0,"[[[""img/mask53.png""],[""img/mask72.png""],[""img/mask69.png""]]]","","[4,7,1]","color",327,4,4,270,310.776944008189,40.7769440081887,310.776944008189,40.7769440081887,40.7769440081887
74,302554,"5cb41e6bcdcbe90001b2ace4",3537.19999998808,"","[3]","[320]",320,349,171.51748656255,171.51748656255,182.51748656255,180,0,1,0,147.829000005964,0,0,"[[[""img/mask79.png""]]]","","[3]","color",349,4,3,315,531.517486562551,143.48251343745,171.51748656255,216.517486562551,143.48251343745
76,308870,"5cb41e6bcdcbe90001b2ace4",2936.5,"","[1]","[230]",230,253,255.094035750491,255.094035750491,2.09403575049072,2,0,1,0,151.819000000018,0,0,"[[[""img/mask67.png""]]]","","[1]","color",253,4,1,45,-104.905964249509,149.905964249509,255.094035750491,149.905964249509,210.094035750491
84,331819,"5cb41e6bcdcbe90001b2ace4",4829.30000001192,"","[6,5,3,7,1]","[333,222,89,112,154]",333,216,241.556559801038,241.556559801038,25.5565598010381,25,0,5,0,146.63000002387,0,0,"[[[""img/mask91.png""],[""img/mask55.png""],[""img/mask46.png""],[""img/mask100.png""],[""img/mask73.png""]]]","","[6,5,3,7,1]","color",216,4,6,180,241.556559801038,61.5565598010381,241.556559801038,61.5565598010381,61.5565598010381
94,356266,"5cb41e6bcdcbe90001b2ace4",1982.5,"","[4,0,2,6,1]","[351,47,128,276,219]",351,51,200.544591850799,200.544591850799,149.544591850799,148,0,5,0,147.388000023842,0,0,"[[[""img/mask14.png""],[""img/mask30.png""],[""img/mask87.png""],[""img/mask55.png""],[""img/mask50.png""]]]","","[4,0,2,6,1]","color",51,4,4,270,200.544591850799,69.4554081492012,200.544591850799,69.4554081492012,69.4554081492012
96,359937,"5cb41e6bcdcbe90001b2ace4",1486.59999999404,"","[7]","[33]",33,54,183.878173443155,183.878173443155,129.878173443155,128,0,1,0,152.388000023842,0,0,"[[[""img/mask27.png""]]]","","[7]","color",54,4,7,135,-176.121826556845,48.8781734431554,183.878173443155,311.121826556845,48.8781734431554
102,412836,"5cb41e6bcdcbe90001b2ace4",1636.60000002384,"","[6]","[199]",199,337,332.068470475845,332.068470475845,355.068470475845,354,0,1,0,152.304999999993,0,0,"[[[""img/mask97.png""]]]","","[6]","color",337,4,6,180,332.068470475845,152.068470475845,332.068470475845,152.068470475845,152.068470475845
106,422138,"5cb41e6bcdcbe90001b2ace4",1579.80000001192,"","[6]","[196]",196,8,166.396800679194,166.396800679194,158.396800679194,156,0,1,0,147.864000023867,0,0,"[[[""img/mask58.png""]]]","","[6]","color",8,4,6,180,166.396800679194,13.6031993208059,166.396800679194,13.6031993208059,13.6031993208059
114,439936,"5cb41e6bcdcbe90001b2ace4",1728.69999998808,"","[1,5,4]","[334,152,121]",334,333,174.187547077229,174.187547077229,201.187547077229,200,0,3,0,152.815000000002,0,0,"[[[""img/mask23.png""],[""img/mask24.png""],[""img/mask25.png""]]]","","[1,5,4]","color",333,4,1,45,174.187547077229,129.187547077229,174.187547077229,129.187547077229,129.187547077229
122,458820,"5cb41e6bcdcbe90001b2ace4",2645,"","[4]","[303]",303,73,179.891134237568,179.891134237568,106.891134237568,105,0,1,0,152.697000023851,0,0,"[[[""img/mask48.png""]]]","","[4]","color",73,4,4,270,539.891134237568,90.1088657624318,179.891134237568,269.891134237568,90.1088657624318
124,463320,"5cb41e6bcdcbe90001b2ace4",2353.59999999404,"","[0]","[65]",65,144,27.8837011051821,27.8837011051821,243.883701105182,242,0,1,0,153.772000017867,0,0,"[[[""img/mask97.png""]]]","","[0]","color",144,4,0,90,27.8837011051821,62.1162988948179,27.8837011051821,62.1162988948179,62.1162988948179
126,468083,"5cb41e6bcdcbe90001b2ace4",2201.79999998212,"","[4,6,0]","[252,18,51]",252,109,190.347540218339,190.347540218339,81.3475402183393,80,0,3,0,147.920999999973,0,0,"[[[""img/mask44.png""],[""img/mask77.png""],[""img/mask31.png""]]]","","[4,6,0]","color",109,4,4,270,190.347540218339,79.6524597816607,190.347540218339,79.6524597816607,79.6524597816607
128,475121,"5cb41e6bcdcbe90001b2ace4",4671.40000000596,"","[5,1,6,3,0]","[326,77,144,270,17]",326,184,252.342500730833,252.342500730833,68.3425007308332,68,0,5,0,150.805000005988,0,0,"[[[""img/mask91.png""],[""img/mask1.png""],[""img/mask54.png""],[""img/mask18.png""],[""img/mask18.png""]]]","","[5,1,6,3,0]","color",184,4,5,225,252.342500730833,27.3425007308332,252.342500730833,27.3425007308332,27.3425007308332
130,480182,"5cb41e6bcdcbe90001b2ace4",2932.59999999404,"","[2]","[157]",157,132,184.887078888921,184.887078888921,52.887078888921,51,0,1,0,148.103000023868,0,0,"[[[""img/mask94.png""]]]","","[2]","color",132,4,2,0,-175.112921111079,175.112921111079,184.887078888921,175.112921111079,184.887078888921
144,583794,"5cb41e6bcdcbe90001b2ace4",1336.90000000596,"","[0,5,6]","[31,113,182]",31,100,175.094369502909,175.094369502909,75.0943695029089,73,0,3,0,152.789000023855,0,0,"[[[""img/mask41.png""],[""img/mask64.png""],[""img/mask79.png""]]]","","[0,5,6]","color",100,4,0,90,175.094369502909,85.0943695029089,175.094369502909,85.0943695029089,85.0943695029089
152,614019,"5cb41e6bcdcbe90001b2ace4",2011.40000000596,"","[4]","[237]",237,182,180.53020984065,180.53020984065,358.53020984065,357,0,1,0,148.988000017824,0,0,"[[[""img/mask43.png""]]]","","[4]","color",182,4,4,270,180.53020984065,89.4697901593501,180.53020984065,89.4697901593501,89.4697901593501
154,618483,"5cb41e6bcdcbe90001b2ace4",2352.90000000596,"","[0]","[180]",180,342,72.4488380025865,72.4488380025865,90.4488380025865,87,0,1,0,147.823000017903,0,0,"[[[""img/mask44.png""]]]","","[0]","color",342,4,0,90,72.4488380025865,17.5511619974135,72.4488380025865,17.5511619974135,17.5511619974135
162,634887,"5cb41e6bcdcbe90001b2ace4",1802.80000001192,"","[7]","[52]",52,163,66.9395194532167,66.9395194532167,263.939519453217,261,0,1,0,151.334000023897,0,0,"[[[""img/mask5.png""]]]","","[7]","color",163,4,7,135,66.9395194532167,68.0604805467833,66.9395194532167,68.0604805467833,68.0604805467833
170,654203,"5cb41e6bcdcbe90001b2ace4",1519.5,"","[2,5,3,0,6]","[251,125,304,352,96]",251,140,57.4250999302447,57.4250999302447,277.425099930245,274,0,5,0,148.026000017882,0,0,"[[[""img/mask100.png""],[""img/mask45.png""],[""img/mask75.png""],[""img/mask28.png""],[""img/mask27.png""]]]","","[2,5,3,0,6]","color",140,4,2,0,57.4250999302447,57.4250999302447,57.4250999302447,57.4250999302447,57.4250999302447
178,998224,"5cb41e6bcdcbe90001b2ace4",6015.79999998212,"","[1,2,7,4,6]","[352,146,249,106,54]",352,140,299.103890090222,299.103890090222,159.103890090222,160,0,5,0,149.636000000057,0,0,"[[[""img/mask97.png""],[""img/mask42.png""],[""img/mask94.png""],[""img/mask73.png""],[""img/mask72.png""]]]","","[1,2,7,4,6]","color",140,4,1,45,-60.8961099097778,105.896109909778,299.103890090222,105.896109909778,254.103890090222
