1,3,1,       NaN,20,-20,-20,20,4,1,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,2,1,1,0.0995,       NaN,0.03197,       NaN,78427,78427,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,1,2505076,1,1,1,       NaN,       NaN,       NaN,       NaN,2504691,2505087,2505103,2505173,2505244,2505364,2505404,2506079,2506178,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,266,70,71,120,40,675,99,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
1,3,2,       NaN,-20,20,20,20,1,1,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,1,1,1,0.18813,       NaN,0.03197,       NaN,78430,78430,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,2,2507636,2,1,2,       NaN,       NaN,       NaN,       NaN,2507374,2507646,2507653,2507723,2507783,2507904,2507944,2508607,2508796,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,257,70,60,121,40,663,189,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
1,3,3,       NaN,20,-20,20,-20,1,2,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,2,1,1,0.56199,       NaN,0.03197,       NaN,78432,78432,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,3,2510237,3,1,3,       NaN,       NaN,       NaN,       NaN,2509970,2510246,2510253,2510323,2510384,2510504,2510544,2511208,2511770,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,257,70,61,120,40,664,562,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
1,3,4,       NaN,-20,-20,-20,-20,3,2,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,1,1,1,0.19148,       NaN,0.03197,       NaN,78435,78435,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,4,2513208,4,1,4,       NaN,       NaN,       NaN,       NaN,2512943,2513218,2513225,2513315,2513376,2513496,2513536,2514210,2514401,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,257,90,61,120,40,674,191,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
1,3,5,       NaN,-20,20,-20,-20,1,1,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,1,1,1,0.18777,       NaN,0.03197,       NaN,78438,78438,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,5,2515839,5,1,5,       NaN,       NaN,       NaN,       NaN,2515579,2515850,2515856,2515936,2516006,2516127,2516167,2516830,2517018,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,256,80,70,121,40,663,188,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
1,3,6,       NaN,20,20,20,20,3,1,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,2,1,1,0.28328,       NaN,0.03197,       NaN,78441,78441,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,6,2518469,6,1,6,       NaN,       NaN,       NaN,       NaN,2518203,2518479,2518486,2518577,2518637,2518767,2518807,2519471,2519754,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,257,91,60,130,40,664,283,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
1,3,7,       NaN,-20,-20,-20,20,4,2,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,2,1,1,0.08002,       NaN,0.03197,       NaN,78443,78443,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,7,2521190,7,1,7,       NaN,       NaN,       NaN,       NaN,2520927,2521199,2521208,2521277,2521338,2521458,2521498,2522172,2522252,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,259,69,61,120,40,674,80,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
1,3,8,       NaN,-20,-20,20,20,1,2,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,1,1,1,0.00318,       NaN,0.03197,       NaN,78446,78446,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,8,2523700,8,1,8,       NaN,       NaN,       NaN,       NaN,2523442,2523710,2523718,2523797,2523858,2523978,2524018,2524682,2524685,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,258,79,61,120,40,664,3,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
1,3,9,       NaN,20,20,-20,20,1,1,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,2,1,1,0.17761,       NaN,0.03197,       NaN,78448,78448,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,9,2526220,9,1,9,       NaN,       NaN,       NaN,       NaN,2525954,2526230,2526237,2526308,2526368,2526488,2526528,2527202,2527380,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,257,71,60,120,40,674,178,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
1,3,10,       NaN,-20,-20,20,-20,4,1,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,1,1,1,0.03585,       NaN,0.03197,       NaN,78451,78451,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,10,2528811,10,1,10,       NaN,       NaN,       NaN,       NaN,2528552,2528820,2528828,2528898,2528958,2529079,2529119,2529782,2529818,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,258,70,60,121,40,663,36,       NaN,       NaN,       NaN,1,0,0,0,0,0,0,0,       NaN,       NaN
