0,0,0,0.05
0,0,17,0.06
0,0,34,0.07
0,0,51,0.14
0,0,68,0.26
0,0,85,0.44
0,0,102,0.73
0,0,119,1.12
0,0,136,1.6
0,0,153,2.24
0,0,170,2.99
0,0,187,3.9
0,0,204,4.96
0,0,221,6.15
0,0,238,7.52
0,0,255,8.77
