0,0,0,0
17,0,0,0.06
34,0,0,0.13
51,0,0,0.29
68,0,0,0.61
85,0,0,1.07
102,0,0,1.74
119,0,0,2.69
136,0,0,3.82
153,0,0,5.29
170,0,0,7.07
187,0,0,9.16
204,0,0,11.5
221,0,0,14.3
238,0,0,17.5
255,0,0,20.4
