0,0,0,0
17,0,0,0.3
34,0,0,0.53
51,0,0,0.85
68,0,0,1.34
85,0,0,1.92
102,0,0,2.7
119,0,0,3.58
136,0,0,4.74
153,0,0,5.95
170,0,0,7.36
187,0,0,9.05
204,0,0,10.8
221,0,0,12.6
238,0,0,14.6
255,0,0,16.7
