0.70282,0.69439,0.69228
0.70705,0.6987,0.69662
0.71127,0.70302,0.70096
0.7155,0.70735,0.70531
0.71974,0.71168,0.70966
0.72397,0.71601,0.71402
0.72821,0.72034,0.71838
0.73245,0.72468,0.72274
0.73669,0.72902,0.72711
0.74094,0.73337,0.73148
0.74519,0.73772,0.73585
0.74944,0.74207,0.74023
0.75369,0.74643,0.74461
0.75795,0.75079,0.749
0.76221,0.75515,0.75339
0.76647,0.75952,0.75778
0.77073,0.76389,0.76217
0.775,0.76826,0.76657
0.77926,0.77264,0.77098
0.78353,0.77702,0.77538
0.78781,0.7814,0.77979
0.79208,0.78579,0.78421
0.79636,0.79018,0.78863
0.80064,0.79457,0.79305
0.80492,0.79896,0.79747
0.80921,0.80336,0.8019
0.8135,0.80777,0.80633
0.81779,0.81217,0.81077
0.82208,0.81658,0.81521
0.82637,0.821,0.81965
0.83067,0.82541,0.82409
0.83497,0.82983,0.82854
0.83927,0.83425,0.83299
0.84358,0.83868,0.83745
0.84788,0.84311,0.84191
0.85219,0.84754,0.84637
0.8565,0.85197,0.85084
0.86082,0.85641,0.8553
0.86513,0.86085,0.85978
0.86945,0.86529,0.86425
0.87377,0.86974,0.86873
0.87809,0.87419,0.87321
0.88242,0.87865,0.8777
0.88674,0.8831,0.88219
0.89107,0.88756,0.88668
0.8954,0.89202,0.89117
0.89974,0.89649,0.89567
0.90407,0.90096,0.90017
0.90841,0.90543,0.90468
0.91275,0.9099,0.90919
0.91709,0.91438,0.9137
0.92144,0.91886,0.91821
0.92579,0.92334,0.92273
0.93013,0.92783,0.92725
0.93449,0.93232,0.93177
0.93884,0.93681,0.9363
0.94319,0.94131,0.94083
0.94755,0.9458,0.94536
0.95191,0.9503,0.9499
0.95627,0.95481,0.95444
0.96063,0.95931,0.95898
0.965,0.96382,0.96353
0.96937,0.96834,0.96808
0.97374,0.97285,0.97263
0.97811,0.97737,0.97718
0.98248,0.98189,0.98174
0.98686,0.98641,0.9863
0.99124,0.99094,0.99086
0.99562,0.99547,0.99543
1,1,1
