0,0,0,1.4
17,17,17,4.1
34,34,34,8
51,51,51,13
68,68,68,19.3
85,85,85,26.1
102,102,102,33.4
119,119,119,41.3
136,136,136,49.9
153,153,153,59.3
170,170,170,69
187,187,187,79
204,204,204,88
221,221,221,92
238,238,238,95
255,255,255,98
